name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988
EBIT,"857,700,000","265,300,000","196,200,000","203,300,000","192,900,000","194,500,000","206,200,000","191,700,000","186,800,000","232,400,000","213,000,000","198,200,000","210,100,000","237,200,000","221,900,000","231,100,000","204,100,000","201,800,000","231,400,000","222,600,000","216,100,000","224,300,000","208,600,000","198,800,000","190,600,000","206,200,000","186,600,000","182,200,000","171,100,000","169,300,000","166,200,000","162,900,000","150,800,000","141,100,000","141,700,000","145,200,000","142,000,000","137,900,000","120,500,000","106,300,000","114,700,000","96,600,000","121,600,000","106,700,000","99,400,000","113,500,000","-1,637,700,000","131,100,000","147,100,000","147,700,000","186,300,000","184,800,000","187,400,000","177,200,000","204,000,000","213,200,000","203,200,000","177,900,000","219,700,000","209,600,000","199,200,000","194,500,000","195,100,000","195,100,000","181,000,000","130,700,000","916,850,000","206,900,000","170,200,000","210,700,000","180,700,000","179,300,000","157,100,000","-67,000,000","166,400,000","193,000,000","152,900,000","132,100,000","202,100,000","161,500,000","126,300,000","11,800,000","141,400,000","154,900,000","83,900,000","-104,100,000","304,500,000","210,700,000","124,100,000","32,300,000","194,700,000","103,300,000","40,000,000","-13,300,000","18,000,000","24,500,000","16,300,000","26,500,000","3,900,000","3,300,000","2,800,000","400,000","3,600,000","3,600,000","2,100,000","2,200,000","2,900,000","2,200,000","1,000,000","2,000,000","3,000,000","3,100,000","1,900,000","3,200,000","3,500,000","1,700,000","2,100,000","-25,800,000","16,000,000","1,400,000","100,000","-800,000","100,000","100,000","100,000","-700,000","200,000","100,000","100,000"
EBITDA,"1,038,200,000"
ReconciledCostOfRevenue,"17,812,700,000","4,653,300,000","4,573,800,000","4,453,000,000","4,132,600,000","4,563,800,000","4,493,900,000","4,540,200,000","4,417,600,000","4,816,300,000","4,586,500,000","4,453,200,000","4,319,600,000","4,671,400,000","4,731,100,000","4,599,600,000","4,293,700,000","4,527,600,000","4,523,400,000","4,405,200,000","4,144,300,000","4,264,300,000","4,156,100,000","4,043,600,000","3,656,100,000","3,820,700,000","3,774,200,000","3,730,400,000","3,432,400,000","3,540,700,000","3,311,200,000","3,276,500,000","3,054,000,000","3,099,200,000","2,931,300,000","2,752,900,000","2,744,900,000","2,701,700,000","2,728,500,000","2,578,800,000","2,337,000,000","2,337,700,000","2,400,600,000","2,133,900,000","2,002,500,000","2,248,200,000","2,950,400,000","3,261,400,000","3,329,500,000","3,532,200,000","3,873,300,000","3,832,900,000","3,661,300,000","3,717,000,000","4,178,600,000","4,209,100,000","3,901,400,000","3,734,500,000","4,386,900,000","4,251,800,000","3,861,500,000","3,939,400,000","4,328,800,000","4,217,200,000","4,043,200,000","3,901,200,000","4,466,400,000","4,295,000,000","3,749,700,000","3,767,000,000","4,428,400,000","4,263,800,000","4,027,800,000","4,525,300,000","4,251,200,000","4,186,800,000","4,149,200,000","3,982,800,000","4,560,700,000","4,600,600,000","4,520,000,000","4,339,500,000","4,677,700,000","4,988,600,000","4,321,400,000","2,885,900,000","3,659,600,000","3,348,800,000","2,586,600,000","2,456,000,000","2,094,000,000","1,719,800,000","1,031,500,000","422,700,000","102,500,000","81,700,000","58,300,000","111,400,000","17,400,000","9,400,000","7,400,000","-15,800,000","14,000,000","15,300,000","12,500,000","14,700,000","17,300,000","17,400,000","16,200,000","20,800,000","16,900,000","18,100,000","16,400,000","9,200,000","7,800,000","5,800,000","5,600,000",,,"5,300,000","500,000",,,,,,,,
ReconciledDepreciation,"180,500,000","46,800,000","45,200,000","44,400,000","44,100,000","42,200,000","42,900,000","41,100,000","40,000,000","40,600,000","41,400,000","39,300,000","37,300,000","36,400,000","36,300,000","35,900,000","34,800,000","33,700,000","32,900,000","32,100,000","28,700,000","27,900,000","27,200,000","26,200,000","25,600,000","25,200,000","24,100,000","23,300,000","22,700,000","22,400,000","22,900,000","20,800,000","21,200,000","21,000,000","20,900,000","21,100,000","20,700,000","19,600,000","18,700,000","19,600,000","18,900,000","19,000,000","19,500,000","18,300,000","20,700,000","19,700,000","23,800,000","23,100,000","24,200,000","27,500,000","24,000,000","22,300,000","22,200,000","21,900,000","21,700,000","22,200,000","20,800,000","22,500,000","21,800,000","21,800,000","22,300,000","26,400,000","20,800,000","21,600,000","20,900,000","19,800,000","19,400,000","18,800,000","19,000,000","18,600,000","19,700,000","18,900,000","17,500,000","43,000,000","39,400,000","36,800,000","35,600,000","32,700,000","35,000,000","33,000,000","33,100,000","35,100,000","32,000,000","-208,600,000","264,500,000","197,000,000","311,400,000","288,600,000","254,600,000","49,900,000","497,900,000","252,700,000","203,100,000","512,600,000","11,100,000","10,100,000","6,700,000","16,200,000","2,000,000","1,400,000","1,400,000","-500,000","1,800,000","1,700,000","1,700,000","2,100,000","1,700,000","1,400,000","1,500,000","1,100,000","1,000,000","1,600,000","1,500,000","800,000","900,000","100,000","900,000",,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"450,800,000","157,700,000","100,000,000","101,000,000","92,100,000","92,900,000","112,300,000","97,400,000","93,300,000","151,500,000","97,600,000","87,700,000","98,200,000","115,600,000","107,800,000","112,100,000","96,200,000","97,800,000","119,000,000","115,200,000","111,700,000","116,900,000","106,700,000","100,700,000","95,500,000","109,700,000","92,800,000","90,100,000","83,200,000","82,900,000","81,900,000","79,000,000","73,500,000","69,900,000","70,700,000","73,300,000","70,300,000","68,100,000","58,500,000","49,900,000","58,400,000","62,400,000","64,800,000","54,800,000","48,600,000","70,700,000","-1,404,900,000","52,600,000","55,700,000","49,700,000","76,500,000","79,300,000","82,900,000","74,400,000","85,400,000","73,700,000","97,800,000","80,300,000","120,100,000","105,800,000","88,300,000","117,500,000","95,000,000","95,600,000","87,300,000","79,100,000","108,800,000","106,300,000","211,900,000","79,400,000","106,700,000","103,800,000","91,700,000","19,600,000","79,200,000","86,300,000","59,900,000","73,700,000","93,100,000","96,600,000","64,700,000","-279,600,000","92,600,000","97,100,000","50,700,000","-49,600,000","179,700,000","127,400,000","77,100,000","-28,800,000","124,400,000","69,500,000","28,900,000","-65,900,000","16,000,000","17,200,000","11,200,000","16,000,000","3,200,000","1,900,000","2,400,000","400,000","3,300,000","3,300,000","1,600,000","-22,300,000","2,000,000","1,400,000","400,000","1,800,000","2,100,000","2,500,000","-200,000","1,600,000","1,900,000","-2,400,000","1,000,000",,,"1,000,000","100,000",,,,,,,,
TotalUnusualItemsExcludingGoodwill,"-9,600,000","0","0","-9,600,000",,"0","0","-8,100,000",,,,,,"0",,,,"-15,400,000",,,,"-1,600,000",,,,"0","0","0",,"-2,500,000","2,300,000","-5,800,000","-200,000","-2,500,000","-2,400,000","200,000","3,900,000","2,600,000","-700,000","-300,000","-200,000","1,400,000","2,700,000","2,600,000","11,900,000","40,700,000","-1,744,400,000","900,000","-2,100,000","-1,700,000","-1,000,000","-800,000","200,000","3,200,000","900,000","600,000",,"100,000","-1,300,000","1,400,000","-1,100,000","-4,400,000","-2,900,000","400,000","-2,300,000","-11,900,000","-1,200,000","6,200,000","3,700,000","10,900,000","6,300,000","100,000","-400,000","-88,100,000","-700,000","8,800,000","-100,000","47,800,000","5,500,000","-1,500,000","-14,600,000","-419,000,000","1,700,000","6,700,000","5,300,000","4,300,000","6,500,000","-300,000","-1,000,000","-73,900,000","4,700,000","12,000,000","9,200,000","-25,700,000","7,100,000","3,600,000","2,400,000","4,100,000","1,500,000","100,000",,"-100,000",,"100,000","100,000","-24,800,000","100,000","100,000","100,000","-200,000","400,000","1,200,000","-1,700,000","200,000","100,000","-5,200,000",,,,"400,000",,,,,,,,,
TotalUnusualItems,"-9,600,000","0","0","-9,600,000",,"0","0","-8,100,000",,,,,,"0",,,,"-15,400,000",,,,"-1,600,000",,,,"0","0","0",,"-2,500,000","2,300,000","-5,800,000","-200,000","-2,500,000","-2,400,000","200,000","3,900,000","2,600,000","-700,000","-300,000","-200,000","1,400,000","2,700,000","2,600,000","11,900,000","40,700,000","-1,744,400,000","900,000","-2,100,000","-1,700,000","-1,000,000","-800,000","200,000","3,200,000","900,000","600,000",,"100,000","-1,300,000","1,400,000","-1,100,000","-4,400,000","-2,900,000","400,000","-2,300,000","-11,900,000","-1,200,000","6,200,000","3,700,000","10,900,000","6,300,000","100,000","-400,000","-88,100,000","-700,000","8,800,000","-100,000","47,800,000","5,500,000","-1,500,000","-14,600,000","-419,000,000","1,700,000","6,700,000","5,300,000","4,300,000","6,500,000","-300,000","-1,000,000","-73,900,000","4,700,000","12,000,000","9,200,000","-25,700,000","7,100,000","3,600,000","2,400,000","4,100,000","1,500,000","100,000",,"-100,000",,"100,000","100,000","-24,800,000","100,000","100,000","100,000","-200,000","400,000","1,200,000","-1,700,000","200,000","100,000","-5,200,000",,,,"400,000",,,,,,,,,
NormalizedEBITDA,"1,047,800,000","312,100,000","241,400,000","257,300,000","237,000,000","236,700,000","249,100,000","240,900,000","226,800,000","273,000,000","254,400,000","237,500,000","247,400,000","273,600,000","258,200,000","267,000,000","238,900,000","235,500,000","264,300,000","254,700,000","244,800,000","252,200,000","235,800,000","225,000,000","216,200,000","231,400,000","210,700,000","205,500,000","193,800,000","194,200,000","186,800,000","189,500,000","172,200,000","164,600,000","165,000,000","166,100,000","158,800,000","154,900,000","139,900,000","126,200,000","133,800,000","114,200,000","138,400,000","123,200,000","108,200,000","95,200,000","130,500,000","153,300,000","173,400,000","176,900,000","211,300,000","207,900,000","209,400,000","195,900,000","224,800,000","234,800,000","224,000,000","200,300,000","242,800,000","230,000,000","222,600,000","225,300,000","218,800,000","216,300,000","204,200,000","162,400,000","937,450,000","219,500,000","185,500,000","218,400,000","194,100,000","198,100,000","175,000,000","64,100,000","206,500,000","221,000,000","188,600,000","117,000,000","231,600,000","196,000,000","174,000,000","465,900,000","171,700,000","356,800,000","343,100,000","88,600,000","609,400,000","499,600,000","379,700,000","156,100,000","687,900,000","344,000,000","233,900,000","525,000,000","22,000,000","31,000,000","20,600,000","38,600,000","4,400,000","4,600,000","4,200,000","0","5,400,000","5,200,000","3,700,000","29,100,000","4,500,000","3,500,000","2,400,000","3,300,000","4,000,000","3,500,000","5,100,000","3,800,000","4,300,000","7,000,000","3,000,000","-25,800,000","16,000,000","1,000,000","100,000","-800,000","100,000","100,000","100,000","-700,000","200,000","100,000","100,000"
TaxRateForCalcs,"0.264","0.253","0.271","0.269","0.27","0.277","0.226","0.248","0.261","0.129","0.382","0.395","0.385","0.383","0.383","0.388","0.387","0.385","0.391","0.383","0.385","0.38","0.386","0.387","0.387","0.356","0.388","0.385","0.388","0.386","0.382","0.39","0.385","0.38","0.388","0.381","0.386","0.377","0.375","0.39","0.392","0.191","0.376","0.369","0.373","0.35","0.158","0.35","0.35","0.391","0.376","0.373","0.358","0.375","0.394","0.384","0.397","0.395","0.334","0.366","0.378","0.231","0.384","0.378","0.395","0.275","0.366","0.385","0.4","0.383","0.383","0.383","0.382","0.389","0.39","0.39","0.384","0.375","0.375","0.375","0.375","0.327","0.36","0.36","0.36","0.4","0.381","0.36","0.36","0.356","0.365","0.365","0.37","0.059","0.35","0.37","0.381","0.385","0.373","0.367","0.4","0.4","0.4","0.4","0.4","0.4","0.2","0.222","0.2","0.4","0.3","0.342","0.333","0.4","0.4","0.4","0.4",,,"0.4","0.4",,,,,,,,
TaxEffectOfUnusualItems,"-2,534,400","0","0","-2,582,400","0","0","0","-2,008,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-964,814.815","879,411.765","-2,264,506.173","-77,090.301","-950,797.872","-932,179.931","76,182.432","1,505,502.183","980,054.895","-262,500","-116,992.665","-78,333.333","266,926.07","1,014,450.867","960,414.269","4,437,548.387","14,245,000","-275,062,773.548","315,000","-735,000","-664,583.333","-376,019.576","-298,498.024","71,671.827","1,199,327.731","354,893.617","230,576.441","0","39,487.566","-433,573.807","511,990.408","-415,503.876","-1,014,276.359","-1,114,517.174","151,203.643","-908,523.909","-3,272,227.314","-439,603.96","2,388,201.272","1,480,000","4,170,139.969","2,409,895.833","38,251.041","-152,996.633","-34,306,853.583","-273,210.162","3,432,932.862","-38,437.821","17,945,254.237","2,063,422.819","-562,135.922","-5,473,236.715","-136,841,040.462","612,093.988","2,411,470.007","1,907,196.97","1,720,000","2,473,629.783","-108,036.163","-359,634.551","-26,286,577.181","1,715,416.029","4,376,599.634","3,407,407.407","-1,505,285.714","2,482,113.821","1,331,868.132","914,917.127","1,576,923.077","558,823.529","36,666.667","0","-40,000","0","40,000","40,000","-9,920,000","20,000","22,222.222","20,000","-80,000","120,000","410,526.316","-566,666.667","80,000","40,000","-2,080,000","0",,,"160,000","0",,,,,,,,
